Country,Factors,Value
Belgium,Economy (GDP per Capita),1.463780761
Belgium,Family,1.462312698
Belgium,Health (Life Expectancy),0.818091869
Belgium,Freedom,0.539770722
Belgium,Trust (Government Corruption),0.251343131
Belgium,Generosity,0.231503338
Luxembourg,Economy (GDP per Capita),1.741943598
Luxembourg,Family,1.457583666
Luxembourg,Health (Life Expectancy),0.845089495
Luxembourg,Freedom,0.596627891
Luxembourg,Trust (Government Corruption),0.318834424
Luxembourg,Generosity,0.283180982
United Kingdom,Economy (GDP per Capita),1.44163394
United Kingdom,Family,1.49646008
United Kingdom,Health (Life Expectancy),0.805335939
United Kingdom,Freedom,0.508190036
United Kingdom,Trust (Government Corruption),0.265428066
United Kingdom,Generosity,0.492774159
Chile,Economy (GDP per Capita),1.25278461
Chile,Family,1.284024954
Chile,Health (Life Expectancy),0.819479704
Chile,Freedom,0.376895279
Chile,Trust (Government Corruption),0.082287982
Chile,Generosity,0.326662421
United Arab Emirates,Economy (GDP per Capita),1.626343369
United Arab Emirates,Family,1.266410232
United Arab Emirates,Health (Life Expectancy),0.726798236
United Arab Emirates,Freedom,0.60834527
United Arab Emirates,Trust (Government Corruption),0.324489564
United Arab Emirates,Generosity,0.360941947
Brazil,Economy (GDP per Capita),1.10735321
Brazil,Family,1.431306005
Brazil,Health (Life Expectancy),0.616552353
Brazil,Freedom,0.437453747
Brazil,Trust (Government Corruption),0.111092761
Brazil,Generosity,0.162349895
Czech Republic,Economy (GDP per Capita),1.352682352
Czech Republic,Family,1.433885217
Czech Republic,Health (Life Expectancy),0.754444003
Czech Republic,Freedom,0.490946174
Czech Republic,Trust (Government Corruption),0.036872927
Czech Republic,Generosity,0.088106759
Argentina,Economy (GDP per Capita),1.185295463
Argentina,Family,1.440451145
Argentina,Health (Life Expectancy),0.695137084
Argentina,Freedom,0.494519204
Argentina,Trust (Government Corruption),0.059739888
Argentina,Generosity,0.109457061
Mexico,Economy (GDP per Capita),1.153183818
Mexico,Family,1.21086216
Mexico,Health (Life Expectancy),0.709978998
Mexico,Freedom,0.412730008
Mexico,Trust (Government Corruption),0.132774115
Mexico,Generosity,0.120990433
Singapore,Economy (GDP per Capita),1.69227767
Singapore,Family,1.353814363
Singapore,Health (Life Expectancy),0.949492395
Singapore,Freedom,0.549840569
Singapore,Trust (Government Corruption),0.464307785
Singapore,Generosity,0.345965981
Malta,Economy (GDP per Capita),1.343279839
Malta,Family,1.488411665
Malta,Health (Life Expectancy),0.821944237
Malta,Freedom,0.588767052
Malta,Trust (Government Corruption),0.153066069
Malta,Generosity,0.574730575
Uruguay,Economy (GDP per Capita),1.217559695
Uruguay,Family,1.412227869
Uruguay,Health (Life Expectancy),0.719216824
Uruguay,Freedom,0.579392254
Uruguay,Trust (Government Corruption),0.178061873
Uruguay,Generosity,0.175096929
Guatemala,Economy (GDP per Capita),0.872001946
Guatemala,Family,1.255585194
Guatemala,Health (Life Expectancy),0.54023999
Guatemala,Freedom,0.531310618
Guatemala,Trust (Government Corruption),0.077223279
Guatemala,Generosity,0.283488393
Panama,Economy (GDP per Capita),1.233748436
Panama,Family,1.373192549
Panama,Health (Life Expectancy),0.706156135
Panama,Freedom,0.550026834
Panama,Trust (Government Corruption),0.070983924
Panama,Generosity,0.210556939
France,Economy (GDP per Capita),1.430923462
France,Family,1.387776852
France,Health (Life Expectancy),0.844465852
France,Freedom,0.470222116
France,Trust (Government Corruption),0.172502428
France,Generosity,0.129762307
Thailand,Economy (GDP per Capita),1.127868772
Thailand,Family,1.425792456
Thailand,Health (Life Expectancy),0.647239029
Thailand,Freedom,0.580200732
Thailand,Trust (Government Corruption),0.031612735
Thailand,Generosity,0.57212311
Taiwan Province of China,Economy (GDP per Capita),1.433626533
Taiwan Province of China,Family,1.384565353
Taiwan Province of China,Health (Life Expectancy),0.793984234
Taiwan Province of China,Freedom,0.361466587
Taiwan Province of China,Trust (Government Corruption),0.063829236
Taiwan Province of China,Generosity,0.258360475
Spain,Economy (GDP per Capita),1.384397864
Spain,Family,1.532090902
Spain,Health (Life Expectancy),0.8889606
Spain,Freedom,0.40878123
Spain,Trust (Government Corruption),0.070914097
Spain,Generosity,0.190133572
Qatar,Economy (GDP per Capita),1.870765686
Qatar,Family,1.27429688
Qatar,Health (Life Expectancy),0.710098088
Qatar,Freedom,0.604130983
Qatar,Trust (Government Corruption),0.439299256
Qatar,Generosity,0.33047387
Colombia,Economy (GDP per Capita),1.070622325
Colombia,Family,1.402182937
Colombia,Health (Life Expectancy),0.595027924
Colombia,Freedom,0.477487415
Colombia,Trust (Government Corruption),0.046668742
Colombia,Generosity,0.149014473
Saudi Arabia,Economy (GDP per Capita),1.530623555
Saudi Arabia,Family,1.286677599
Saudi Arabia,Health (Life Expectancy),0.59014833
Saudi Arabia,Freedom,0.449750572
Saudi Arabia,Trust (Government Corruption),0.273432255
Saudi Arabia,Generosity,0.147616014
Trinidad and Tobago,Economy (GDP per Capita),1.361355901
Trinidad and Tobago,Family,1.380228519
Trinidad and Tobago,Health (Life Expectancy),0.519983292
Trinidad and Tobago,Freedom,0.518630743
Trinidad and Tobago,Trust (Government Corruption),0.008964816
Trinidad and Tobago,Generosity,0.325296462
Kuwait,Economy (GDP per Capita),1.632952452
Kuwait,Family,1.259698749
Kuwait,Health (Life Expectancy),0.632105708
Kuwait,Freedom,0.496337593
Kuwait,Trust (Government Corruption),0.21515955
Kuwait,Generosity,0.228289798
Slovakia,Economy (GDP per Capita),1.325393558
Slovakia,Family,1.505059242
Slovakia,Health (Life Expectancy),0.712732911
Slovakia,Freedom,0.295817465
Slovakia,Trust (Government Corruption),0.024210852
Slovakia,Generosity,0.136544481
Bahrain,Economy (GDP per Capita),1.488412261
Bahrain,Family,1.323110461
Bahrain,Health (Life Expectancy),0.653133035
Bahrain,Freedom,0.536746919
Bahrain,Trust (Government Corruption),0.25704217
Bahrain,Generosity,0.172668487
Malaysia,Economy (GDP per Capita),1.29121542
Malaysia,Family,1.284646034
Malaysia,Health (Life Expectancy),0.618784428
Malaysia,Freedom,0.402264982
Malaysia,Trust (Government Corruption),0.065600708
Malaysia,Generosity,0.41660893
Nicaragua,Economy (GDP per Capita),0.737299204
Nicaragua,Family,1.28721571
Nicaragua,Health (Life Expectancy),0.653095961
Nicaragua,Freedom,0.447551847
Nicaragua,Trust (Government Corruption),0.130687982
Nicaragua,Generosity,0.301674217
Ecuador,Economy (GDP per Capita),1.000820398
Ecuador,Family,1.286168814
Ecuador,Health (Life Expectancy),0.685636222
Ecuador,Freedom,0.455198199
Ecuador,Trust (Government Corruption),0.140134647
Ecuador,Generosity,0.150112465
El Salvador,Economy (GDP per Capita),0.909784496
El Salvador,Family,1.182125092
El Salvador,Health (Life Expectancy),0.596018553
El Salvador,Freedom,0.43245253
El Salvador,Trust (Government Corruption),0.08998096
El Salvador,Generosity,0.078257985
Poland,Economy (GDP per Capita),1.291787863
Poland,Family,1.44571197
Poland,Health (Life Expectancy),0.699475348
Poland,Freedom,0.520342112
Poland,Trust (Government Corruption),0.059307806
Poland,Generosity,0.158465967
Uzbekistan,Economy (GDP per Capita),0.786441088
Uzbekistan,Family,1.54896915
Uzbekistan,Health (Life Expectancy),0.498272628
Uzbekistan,Freedom,0.658248663
Uzbekistan,Trust (Government Corruption),0.246528223
Uzbekistan,Generosity,0.415983647
Italy,Economy (GDP per Capita),1.395066619
Italy,Family,1.444923282
Italy,Health (Life Expectancy),0.853144348
Italy,Freedom,0.256450713
Italy,Trust (Government Corruption),0.028028091
Italy,Generosity,0.172789648
Russia,Economy (GDP per Capita),1.281778097
Russia,Family,1.469282389
Russia,Health (Life Expectancy),0.547349334
Russia,Freedom,0.373783112
Russia,Trust (Government Corruption),0.032962881
Russia,Generosity,0.052263822
Belize,Economy (GDP per Capita),0.907975316
Belize,Family,1.081417799
Belize,Health (Life Expectancy),0.450191766
Belize,Freedom,0.547509372
Belize,Trust (Government Corruption),0.096581072
Belize,Generosity,0.240015641
Japan,Economy (GDP per Capita),1.416915178
Japan,Family,1.436337829
Japan,Health (Life Expectancy),0.913475871
Japan,Freedom,0.505625546
Japan,Trust (Government Corruption),0.163760737
Japan,Generosity,0.120572768
Lithuania,Economy (GDP per Capita),1.314582348
Lithuania,Family,1.473516107
Lithuania,Health (Life Expectancy),0.62894994
Lithuania,Freedom,0.234231785
Lithuania,Trust (Government Corruption),0.011865643
Lithuania,Generosity,0.010164657
Algeria,Economy (GDP per Capita),1.091864467
Algeria,Family,1.146217465
Algeria,Health (Life Expectancy),0.617584646
Algeria,Freedom,0.233335808
Algeria,Trust (Government Corruption),0.14609611
Algeria,Generosity,0.069436647
Latvia,Economy (GDP per Capita),1.260748625
Latvia,Family,1.404714942
Latvia,Health (Life Expectancy),0.638566971
Latvia,Freedom,0.325707912
Latvia,Trust (Government Corruption),0.073842727
Latvia,Generosity,0.153074786
South Korea,Economy (GDP per Capita),1.401678443
South Korea,Family,1.128274441
South Korea,Health (Life Expectancy),0.900214076
South Korea,Freedom,0.257921666
South Korea,Trust (Government Corruption),0.063282669
South Korea,Generosity,0.206674367
Moldova,Economy (GDP per Capita),0.72887063
Moldova,Family,1.251825571
Moldova,Health (Life Expectancy),0.589465201
Moldova,Freedom,0.240729049
Moldova,Trust (Government Corruption),0.010091286
Moldova,Generosity,0.208779126
Romania,Economy (GDP per Capita),1.217683911
Romania,Family,1.15009129
Romania,Health (Life Expectancy),0.685158312
Romania,Freedom,0.457003742
Romania,Trust (Government Corruption),0.004387901
Romania,Generosity,0.133519918
Bolivia,Economy (GDP per Capita),0.833756566
Bolivia,Family,1.227619052
Bolivia,Health (Life Expectancy),0.47363025
Bolivia,Freedom,0.558732927
Bolivia,Trust (Government Corruption),0.060477726
Bolivia,Generosity,0.225560725
Turkmenistan,Economy (GDP per Capita),1.130776763
Turkmenistan,Family,1.493149161
Turkmenistan,Health (Life Expectancy),0.43772608
Turkmenistan,Freedom,0.418271929
Turkmenistan,Trust (Government Corruption),0.25927034
Turkmenistan,Generosity,0.249924988
Kazakhstan,Economy (GDP per Capita),1.28455627
Kazakhstan,Family,1.384369016
Kazakhstan,Health (Life Expectancy),0.606041551
Kazakhstan,Freedom,0.437454283
Kazakhstan,Trust (Government Corruption),0.119282886
Kazakhstan,Generosity,0.201964423
North Cyprus,Economy (GDP per Capita),1.346911311
North Cyprus,Family,1.186303377
North Cyprus,Health (Life Expectancy),0.834647238
North Cyprus,Freedom,0.471203625
North Cyprus,Trust (Government Corruption),0.155353352
North Cyprus,Generosity,0.266845703
Slovenia,Economy (GDP per Capita),1.341205955
Slovenia,Family,1.452518821
Slovenia,Health (Life Expectancy),0.790828228
Slovenia,Freedom,0.572575808
Slovenia,Trust (Government Corruption),0.045128979
Slovenia,Generosity,0.242649093
Peru,Economy (GDP per Capita),1.035225272
Peru,Family,1.218770385
Peru,Health (Life Expectancy),0.630166113
Peru,Freedom,0.450002879
Peru,Trust (Government Corruption),0.047049087
Peru,Generosity,0.126819715
Mauritius,Economy (GDP per Capita),1.189395547
Mauritius,Family,1.20956099
Mauritius,Health (Life Expectancy),0.638007462
Mauritius,Freedom,0.491247326
Mauritius,Trust (Government Corruption),0.042181555
Mauritius,Generosity,0.360933751
Cyprus,Economy (GDP per Capita),1.355938077
Cyprus,Family,1.131363273
Cyprus,Health (Life Expectancy),0.844714701
Cyprus,Freedom,0.355111539
Cyprus,Trust (Government Corruption),0.041237976
Cyprus,Generosity,0.271254301
Estonia,Economy (GDP per Capita),1.32087934
Estonia,Family,1.4766711
Estonia,Health (Life Expectancy),0.695168316
Estonia,Freedom,0.47913143
Estonia,Trust (Government Corruption),0.183248922
Estonia,Generosity,0.098890811
Belarus,Economy (GDP per Capita),1.15655756
Belarus,Family,1.444945216
Belarus,Health (Life Expectancy),0.637714267
Belarus,Freedom,0.295400262
Belarus,Trust (Government Corruption),0.156313822
Belarus,Generosity,0.155137509
Libya,Economy (GDP per Capita),1.101803064
Libya,Family,1.35756433
Libya,Health (Life Expectancy),0.52016902
Libya,Freedom,0.46573323
Libya,Trust (Government Corruption),0.09261021
Libya,Generosity,0.152073666
Turkey,Economy (GDP per Capita),1.198274374
Turkey,Family,1.337753177
Turkey,Health (Life Expectancy),0.637605608
Turkey,Freedom,0.3007406
Turkey,Trust (Government Corruption),0.09967158
Turkey,Generosity,0.046693042
Paraguay,Economy (GDP per Capita),0.932537317
Paraguay,Family,1.50728488
Paraguay,Health (Life Expectancy),0.579250693
Paraguay,Freedom,0.473507792
Paraguay,Trust (Government Corruption),0.091065913
Paraguay,Generosity,0.224150658
"Hong Kong S.A.R., China",Economy (GDP per Capita),1.551674843
"Hong Kong S.A.R., China",Family,1.262790918
"Hong Kong S.A.R., China",Health (Life Expectancy),0.943062425
"Hong Kong S.A.R., China",Freedom,0.490968645
"Hong Kong S.A.R., China",Trust (Government Corruption),0.293933749
"Hong Kong S.A.R., China",Generosity,0.374465793
Philippines,Economy (GDP per Capita),0.857699215
Philippines,Family,1.253917575
Philippines,Health (Life Expectancy),0.468009055
Philippines,Freedom,0.585214674
Philippines,Trust (Government Corruption),0.099331893
Philippines,Generosity,0.193513423
Serbia,Economy (GDP per Capita),1.069317579
Serbia,Family,1.258189797
Serbia,Health (Life Expectancy),0.650784671
Serbia,Freedom,0.208715528
Serbia,Trust (Government Corruption),0.040903781
Serbia,Generosity,0.220125884
Jordan,Economy (GDP per Capita),0.991012394
Jordan,Family,1.239088893
Jordan,Health (Life Expectancy),0.604590058
Jordan,Freedom,0.418421149
Jordan,Trust (Government Corruption),0.119803272
Jordan,Generosity,0.17217046
Hungary,Economy (GDP per Capita),1.286011934
Hungary,Family,1.343133092
Hungary,Health (Life Expectancy),0.687763453
Hungary,Freedom,0.175863519
Hungary,Trust (Government Corruption),0.036636937
Hungary,Generosity,0.078401662
Jamaica,Economy (GDP per Capita),0.925579309
Jamaica,Family,1.368218064
Jamaica,Health (Life Expectancy),0.641022384
Jamaica,Freedom,0.474307239
Jamaica,Trust (Government Corruption),0.055267781
Jamaica,Generosity,0.233818337
Croatia,Economy (GDP per Capita),1.222556233
Croatia,Family,0.967983007
Croatia,Health (Life Expectancy),0.701288521
Croatia,Freedom,0.255772293
Croatia,Trust (Government Corruption),0.04310311
Croatia,Generosity,0.248002976
Kosovo,Economy (GDP per Capita),0.951484382
Kosovo,Family,1.137853503
Kosovo,Health (Life Expectancy),0.54145205
Kosovo,Freedom,0.260287941
Kosovo,Trust (Government Corruption),0.057471618
Kosovo,Generosity,0.319931448
China,Economy (GDP per Capita),1.081165791
China,Family,1.160837412
China,Health (Life Expectancy),0.741415501
China,Freedom,0.472787708
China,Trust (Government Corruption),0.022794275
China,Generosity,0.028806841
Pakistan,Economy (GDP per Capita),0.726883531
Pakistan,Family,0.67269069
Pakistan,Health (Life Expectancy),0.402047783
Pakistan,Freedom,0.235215262
Pakistan,Trust (Government Corruption),0.124348067
Pakistan,Generosity,0.315446019
Indonesia,Economy (GDP per Capita),0.995538592
Indonesia,Family,1.274444699
Indonesia,Health (Life Expectancy),0.492345721
Indonesia,Freedom,0.443323463
Indonesia,Trust (Government Corruption),0.015317135
Indonesia,Generosity,0.611704588
Venezuela,Economy (GDP per Capita),1.128431201
Venezuela,Family,1.431337595
Venezuela,Health (Life Expectancy),0.617144227
Venezuela,Freedom,0.153997123
Venezuela,Trust (Government Corruption),0.064491123
Venezuela,Generosity,0.06501963
Montenegro,Economy (GDP per Capita),1.121129036
Montenegro,Family,1.238376498
Montenegro,Health (Life Expectancy),0.667464674
Montenegro,Freedom,0.194989055
Montenegro,Trust (Government Corruption),0.088174194
Montenegro,Generosity,0.197911024
Morocco,Economy (GDP per Capita),0.878114581
Morocco,Family,0.774864435
Morocco,Health (Life Expectancy),0.597710669
Morocco,Freedom,0.408158332
Morocco,Trust (Government Corruption),0.087763183
Morocco,Generosity,0.032209955
Azerbaijan,Economy (GDP per Capita),1.153601766
Azerbaijan,Family,1.152400255
Azerbaijan,Health (Life Expectancy),0.540775776
Azerbaijan,Freedom,0.398155838
Azerbaijan,Trust (Government Corruption),0.180987507
Azerbaijan,Generosity,0.04526934
Dominican Republic,Economy (GDP per Capita),1.079373837
Dominican Republic,Family,1.402416706
Dominican Republic,Health (Life Expectancy),0.574873745
Dominican Republic,Freedom,0.552589834
Dominican Republic,Trust (Government Corruption),0.113945253
Dominican Republic,Generosity,0.18696785
Greece,Economy (GDP per Capita),1.289487481
Greece,Family,1.239414573
Greece,Health (Life Expectancy),0.810198903
Greece,Freedom,0.095731251
Greece,Trust (Government Corruption),0.043289777
Greece,Generosity,0
Lebanon,Economy (GDP per Capita),1.074987531
Lebanon,Family,1.129624248
Lebanon,Health (Life Expectancy),0.735081077
Lebanon,Freedom,0.288515985
Lebanon,Trust (Government Corruption),0.03751383
Lebanon,Generosity,0.264450759
Portugal,Economy (GDP per Capita),1.315175295
Portugal,Family,1.367043018
Portugal,Health (Life Expectancy),0.795843542
Portugal,Freedom,0.4984653
Portugal,Trust (Government Corruption),0.015869452
Portugal,Generosity,0.095102713
Bosnia and Herzegovina,Economy (GDP per Capita),0.982409418
Bosnia and Herzegovina,Family,1.069335938
Bosnia and Herzegovina,Health (Life Expectancy),0.705186307
Bosnia and Herzegovina,Freedom,0.204403177
Bosnia and Herzegovina,Trust (Government Corruption),0
Bosnia and Herzegovina,Generosity,0.328867495
